0.9997546 1
0.43032914 1
0.41304925 1
0.9827543 1
0.9986771 1
0.32023042 1
0.77407414 1
0.78001904 1
0.9814952 1
0.90873826 1
0.99054515 1
0.98233896 1
0.96545404 1
0.9238468 1
0.9994824 1
0.927226 1
0.42528212 1
0.9792666 1
0.15648748 1
0.9997869 1
0.15072905 1
0.98480195 1
0.98775315 1
0.9942812 1
0.98321956 1
0.9743928 1
0.2733109 1
0.98826784 1
0.5596811 1
0.9819724 1
0.06564791 1
0.89408296 1
0.97303706 1
0.99227965 1
0.9809848 1
0.9985428 1
0.99761045 1
0.7777222 1
0.93661976 1
0.99767834 1
0.7283769 1
0.019031825 1
0.9448908 1
0.33554003 1
0.9784759 1
0.16751885 1
0.36920202 1
0.26595807 1
0.9978399 1
0.26698825 1
0.02064102 1
0.821359 1
0.9947284 1
0.042277873 1
0.07500476 1
0.71658814 1
0.9760482 1
0.553638 1
0.98337597 1
0.9985801 1
0.036509242 1
0.09883819 1
0.64753485 1
0.9885744 1
0.9991289 1
0.996959 1
0.93366736 1
0.93912464 1
0.050599214 1
0.8942149 1
0.97397184 1
0.7750496 1
0.40036473 1
0.9787885 1
0.8145685 1
0.21217486 1
0.8965928 1
0.39537734 1
0.9995167 1
0.48346618 1
0.9936033 1
0.9834722 1
0.9972076 1
0.8761251 1
0.9700444 1
0.9861885 1
0.1660417 1
0.9996388 1
0.9087572 1
0.9210811 1
0.96463114 1
0.19714172 1
0.66597086 1
0.82786405 1
0.73578256 1
0.99952805 1
0.9665844 1
0.9980008 1
0.9978635 1
0.31473053 1
0.9997917 1
0.91638917 1
0.99129 1
0.99963903 1
0.9991517 1
0.99920636 1
0.06809786 1
0.98559254 1
0.99811304 1
0.9883008 1
0.88680184 1
0.013268242 1
0.8286637 1
0.98018277 1
0.99836093 1
0.9857244 1
0.3506349 1
0.9989594 1
0.1694567 1
0.94810367 1
0.9931051 1
0.99997354 1
0.8435416 1
0.60630596 1
0.9934331 1
0.99948525 1
0.99950314 1
0.7288759 1
0.9955296 1
0.77416265 1
0.9331379 1
0.9997445 1
0.039569188 1
0.9982583 1
0.2514146 1
0.9987544 1
0.9958468 1
0.97739834 1
0.9952136 1
0.9958994 1
0.9925437 1
0.978392 1
0.8981693 1
0.9616882 1
0.55624115 1
0.96262735 1
0.9992168 1
0.9934575 1
0.2006722 1
0.510352 1
0.98878723 1
0.9965557 1
0.4674743 1
0.97317725 1
0.41799614 1
0.6899505 1
0.9978941 1
0.6571362 1
0.7386329 1
0.1694562 1
0.79758006 1
0.9999956 1
0.72960407 1
0.97031647 1
0.34314066 1
